delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,tip_amount
DEL_00376,ORD_00376,DRV_0322,3.25,31.0,51.7,38.76
DEL_00377,ORD_00377,DRV_0279,3.97,15.0,47.0,23.04
DEL_00378,ORD_00378,DRV_0098,1.99,30.0,48.0,20.62
DEL_00379,ORD_00379,DRV_0445,6.82,15.0,70.3,47.72
DEL_00380,ORD_00380,DRV_0093,2.36,32.0,47.8,34.18
DEL_00381,ORD_00381,DRV_0299,4.85,20.0,36.7,20.76
DEL_00382,ORD_00382,DRV_0252,5.49,38.0,58.9,31.24
DEL_00383,ORD_00383,DRV_0163,5.35,22.0,62.8,34.6
DEL_00384,ORD_00384,DRV_0158,5.62,33.0,74.8,23.8
DEL_00385,ORD_00385,DRV_0067,1.96,20.0,40.0,36.36
DEL_00386,ORD_00386,DRV_0138,6.17,33.0,58.7,34.28
DEL_00387,ORD_00387,DRV_0384,1.65,40.0,48.2,27.07
DEL_00388,ORD_00388,DRV_0312,1.21,23.0,41.7,100.52
DEL_00389,ORD_00389,DRV_0290,4.19,24.0,72.1,30.67
DEL_00390,ORD_00390,DRV_0065,3.05,32.0,44.3,10.62
DEL_00391,ORD_00391,DRV_0262,5.92,30.0,59.0,29.79
DEL_00392,ORD_00392,DRV_0198,8.76,18.0,68.0,14.22
DEL_00393,ORD_00393,DRV_0171,6.16,17.0,50.8,30.53
DEL_00394,ORD_00394,DRV_0016,2.09,15.0,31.4,21.32
DEL_00395,ORD_00395,DRV_0191,2.29,20.0,40.9,32.05
DEL_00396,ORD_00396,DRV_0449,2.19,35.0,49.9,26.17
DEL_00397,ORD_00397,DRV_0389,6.33,22.0,68.5,29.43
DEL_00398,ORD_00398,DRV_0025,3.89,23.0,53.0,17.44
DEL_00399,ORD_00399,DRV_0250,5.1,13.0,48.0,14.67
DEL_00400,ORD_00400,DRV_0027,1.72,15.0,50.1,11.17
DEL_00401,ORD_00401,DRV_0170,5.08,26.0,51.7,12.51
DEL_00402,ORD_00402,DRV_0117,3.07,27.0,54.3,37.19
DEL_00403,ORD_00403,DRV_0380,10.48,25.0,90.9,21.6
DEL_00404,ORD_00404,DRV_0055,1.71,27.0,43.5,19.57
DEL_00405,ORD_00405,DRV_0486,1.44,32.0,52.7,11.34
DEL_00406,ORD_00406,DRV_0363,3.52,33.0,53.9,34.94
DEL_00407,ORD_00407,DRV_0026,3.34,16.0,44.1,30.98
DEL_00408,ORD_00408,DRV_0272,8.52,33.0,90.0,15.92
DEL_00409,ORD_00409,DRV_0500,2.87,33.0,77.5,56.69
DEL_00410,ORD_00410,DRV_0365,12.68,29.0,95.9,29.1
DEL_00411,ORD_00411,DRV_0108,3.79,15.0,46.4,18.88
DEL_00412,ORD_00412,DRV_0498,2.2,20.0,38.7,25.4
DEL_00413,ORD_00413,DRV_0090,3.02,17.0,42.0,15.38
DEL_00414,ORD_00414,DRV_0493,5.98,30.0,86.0,41.13
DEL_00415,ORD_00415,DRV_0357,5.45,21.0,53.3,24.27
DEL_00416,ORD_00416,DRV_0412,9.85,29.0,96.2,15.8
DEL_00417,ORD_00417,DRV_0476,1.34,25.0,50.8,20.34
DEL_00418,ORD_00418,DRV_0414,3.07,15.0,37.6,30.51
DEL_00419,ORD_00419,DRV_0382,16.42,25.0,100.8,42.74
DEL_00420,ORD_00420,DRV_0122,2.46,14.0,46.7,27.47
DEL_00421,ORD_00421,DRV_0461,7.84,16.0,80.4,7.23
DEL_00422,ORD_00422,DRV_0345,0.55,32.0,41.8,38.96
DEL_00423,ORD_00423,DRV_0429,2.42,32.0,72.1,35.73
DEL_00424,ORD_00424,DRV_0243,5.4,29.0,70.8,53.12
DEL_00425,ORD_00425,DRV_0403,5.5,23.0,55.3,10.06
DEL_00426,ORD_00426,DRV_0269,4.94,26.0,55.4,27.96
DEL_00427,ORD_00427,DRV_0252,5.31,21.0,48.4,46.63
DEL_00428,ORD_00428,DRV_0075,7.74,40.0,93.4,61.6
DEL_00429,ORD_00429,DRV_0112,3.9,24.0,43.7,33.03
DEL_00430,ORD_00430,DRV_0151,9.63,43.0,86.8,26.45
DEL_00431,ORD_00431,DRV_0270,4.22,32.0,72.1,12.6
DEL_00432,ORD_00432,DRV_0458,3.92,41.0,84.4,15.78
DEL_00433,ORD_00433,DRV_0098,0.99,24.0,47.3,28.49
DEL_00434,ORD_00434,DRV_0360,8.56,23.0,68.8,12.73
DEL_00435,ORD_00435,DRV_0255,1.25,25.0,57.6,22.5
DEL_00436,ORD_00436,DRV_0407,7.24,41.0,73.6,12.7
DEL_00437,ORD_00437,DRV_0168,6.08,24.0,87.7,37.19
DEL_00438,ORD_00438,DRV_0250,9.44,16.0,76.7,18.98
DEL_00439,ORD_00439,DRV_0320,0.95,36.0,55.7,23.95
DEL_00440,ORD_00440,DRV_0246,10.81,13.0,85.1,46.34
DEL_00441,ORD_00441,DRV_0213,3.01,16.0,43.3,40.35
DEL_00442,ORD_00442,DRV_0443,2.56,27.0,38.2,27.68
DEL_00443,ORD_00443,DRV_0276,1.75,39.0,53.3,20.2
DEL_00444,ORD_00444,DRV_0416,3.58,36.0,45.5,19.95
DEL_00445,ORD_00445,DRV_0334,4.83,40.0,64.0,27.73
DEL_00446,ORD_00446,DRV_0280,5.6,25.0,63.2,80.56
DEL_00447,ORD_00447,DRV_0046,2.79,28.0,64.2,20.28
DEL_00448,ORD_00448,DRV_0018,2.49,16.0,35.2,20.88
DEL_00449,ORD_00449,DRV_0367,11.33,23.0,94.8,33.78
DEL_00450,ORD_00450,DRV_0246,4.92,31.0,66.9,31.01
DEL_00451,ORD_00451,DRV_0350,5.69,24.0,65.7,22.39
DEL_00452,ORD_00452,DRV_0220,7.21,35.0,75.6,41.7
DEL_00453,ORD_00453,DRV_0176,5.3,15.0,69.1,21.33
DEL_00454,ORD_00454,DRV_0398,2.69,29.0,64.9,38.96
DEL_00455,ORD_00455,DRV_0234,1.73,30.0,58.9,28.75
DEL_00456,ORD_00456,DRV_0438,6.28,23.0,95.3,19.58
DEL_00457,ORD_00457,DRV_0149,5.85,22.0,63.8,37.57
DEL_00458,ORD_00458,DRV_0098,5.49,15.0,45.1,18.48
DEL_00459,ORD_00459,DRV_0005,4.27,18.0,45.3,16.23
DEL_00460,ORD_00460,DRV_0384,4.12,40.0,75.8,26.3
DEL_00461,ORD_00461,DRV_0159,1.86,37.0,56.6,21.21
DEL_00462,ORD_00462,DRV_0451,0.84,37.0,68.3,47.73
DEL_00463,ORD_00463,DRV_0087,7.51,26.0,73.8,40.07
DEL_00464,ORD_00464,DRV_0231,10.27,28.0,102.8,50.43
DEL_00465,ORD_00465,DRV_0120,5.98,39.0,89.0,13.84
DEL_00466,ORD_00466,DRV_0443,1.59,24.0,46.3,29.53
DEL_00467,ORD_00467,DRV_0172,4.2,7.0,38.3,45.02
DEL_00468,ORD_00468,DRV_0064,2.28,24.0,62.6,26.65
DEL_00469,ORD_00469,DRV_0094,3.34,13.0,57.3,35.6
DEL_00470,ORD_00470,DRV_0170,1.88,21.0,63.3,14.17
DEL_00471,ORD_00471,DRV_0235,4.54,30.0,62.4,18.21
DEL_00472,ORD_00472,DRV_0478,7.0,12.0,61.2,26.86
DEL_00473,ORD_00473,DRV_0121,5.43,25.0,79.3,30.3
DEL_00474,ORD_00474,DRV_0497,3.08,23.0,46.8,10.14
DEL_00475,ORD_00475,DRV_0100,4.81,34.0,82.8,57.62
DEL_00476,ORD_00476,DRV_0422,1.14,24.0,76.9,23.11
DEL_00477,ORD_00477,DRV_0135,6.81,29.0,68.4,13.88
DEL_00478,ORD_00478,DRV_0315,6.09,17.0,55.9,16.8
DEL_00479,ORD_00479,DRV_0069,5.35,29.0,56.7,16.84
DEL_00480,ORD_00480,DRV_0198,8.67,23.0,86.1,36.24
DEL_00481,ORD_00481,DRV_0305,5.22,17.0,65.5,18.84
DEL_00482,ORD_00482,DRV_0206,3.27,26.0,73.7,26.6
DEL_00483,ORD_00483,DRV_0011,3.16,33.0,62.0,7.89
DEL_00484,ORD_00484,DRV_0357,3.37,13.0,52.5,18.81
DEL_00485,ORD_00485,DRV_0130,5.36,28.0,70.5,82.49
DEL_00486,ORD_00486,DRV_0223,2.16,24.0,55.2,23.17
DEL_00487,ORD_00487,DRV_0110,2.48,35.0,64.1,30.71
DEL_00488,ORD_00488,DRV_0027,1.74,26.0,39.4,45.18
DEL_00489,ORD_00489,DRV_0400,2.11,33.0,64.0,19.85
DEL_00490,ORD_00490,DRV_0320,3.84,21.0,75.2,27.86
DEL_00491,ORD_00491,DRV_0194,11.15,14.0,64.6,9.19
DEL_00492,ORD_00492,DRV_0433,1.68,38.0,50.9,32.85
DEL_00493,ORD_00493,DRV_0346,8.33,15.0,62.7,43.86
DEL_00494,ORD_00494,DRV_0016,2.61,41.0,52.0,16.74
DEL_00495,ORD_00495,DRV_0073,7.81,31.0,66.4,41.21
DEL_00496,ORD_00496,DRV_0436,3.34,23.0,52.9,14.27
DEL_00497,ORD_00497,DRV_0116,5.07,33.0,84.5,54.32
DEL_00498,ORD_00498,DRV_0201,5.18,26.0,55.0,4.25
DEL_00499,ORD_00499,DRV_0133,3.66,19.0,33.1,27.54
DEL_00500,ORD_00500,DRV_0164,3.59,15.0,52.2,20.62
DEL_00501,ORD_00501,DRV_0007,10.01,35.0,95.0,52.8
DEL_00502,ORD_00502,DRV_0061,4.46,16.0,35.8,12.15
DEL_00503,ORD_00503,DRV_0352,3.34,31.0,54.4,20.99
DEL_00504,ORD_00504,DRV_0413,13.84,24.0,118.5,43.82
DEL_00505,ORD_00505,DRV_0485,14.54,24.0,97.1,44.06
DEL_00506,ORD_00506,DRV_0120,18.4,16.0,108.3,32.27
DEL_00507,ORD_00507,DRV_0451,1.38,25.0,52.6,34.32
DEL_00508,ORD_00508,DRV_0414,0.57,33.0,45.9,24.33
DEL_00509,ORD_00509,DRV_0424,5.05,21.0,57.3,31.58
DEL_00510,ORD_00510,DRV_0031,10.38,38.0,97.7,38.4
DEL_00511,ORD_00511,DRV_0048,4.19,36.0,69.8,41.8
DEL_00512,ORD_00512,DRV_0091,9.37,24.0,84.2,22.59
DEL_00513,ORD_00513,DRV_0006,9.8,21.0,68.3,22.34
DEL_00514,ORD_00514,DRV_0446,2.58,13.0,44.1,14.56
DEL_00515,ORD_00515,DRV_0285,3.72,19.0,67.5,37.43
DEL_00516,ORD_00516,DRV_0393,0.98,12.0,33.7,18.9
DEL_00517,ORD_00517,DRV_0438,1.77,19.0,41.2,37.81
DEL_00518,ORD_00518,DRV_0084,2.15,32.0,72.1,6.76
DEL_00519,ORD_00519,DRV_0370,1.36,34.0,51.6,16.45
DEL_00520,ORD_00520,DRV_0139,4.96,14.0,38.4,35.47
DEL_00521,ORD_00521,DRV_0275,1.32,35.0,57.5,16.98
DEL_00522,ORD_00522,DRV_0487,8.14,27.0,72.0,20.22
DEL_00523,ORD_00523,DRV_0330,10.39,13.0,66.5,23.45
DEL_00524,ORD_00524,DRV_0133,9.44,28.0,91.5,45.38
DEL_00525,ORD_00525,DRV_0103,6.37,8.0,46.6,27.6
DEL_00526,ORD_00526,DRV_0471,0.5,20.0,30.7,23.8
DEL_00527,ORD_00527,DRV_0326,7.4,34.0,68.4,33.57
DEL_00528,ORD_00528,DRV_0095,7.88,36.0,90.8,18.86
DEL_00529,ORD_00529,DRV_0018,2.09,38.0,50.1,31.01
DEL_00530,ORD_00530,DRV_0021,6.7,19.0,71.5,21.05
DEL_00531,ORD_00531,DRV_0399,5.42,29.0,63.2,24.24
DEL_00532,ORD_00532,DRV_0443,3.31,14.0,57.5,31.66
DEL_00533,ORD_00533,DRV_0479,5.41,17.0,55.0,23.76
DEL_00534,ORD_00534,DRV_0458,9.33,18.0,63.8,17.27
DEL_00535,ORD_00535,DRV_0006,2.64,15.0,45.1,58.54
DEL_00536,ORD_00536,DRV_0024,2.6,34.0,59.5,29.08
DEL_00537,ORD_00537,DRV_0225,5.35,36.0,75.3,17.99
DEL_00538,ORD_00538,DRV_0060,3.29,18.0,51.3,22.74
DEL_00539,ORD_00539,DRV_0284,1.79,11.0,54.9,9.79
DEL_00540,ORD_00540,DRV_0220,7.98,19.0,65.5,20.48
DEL_00541,ORD_00541,DRV_0330,5.52,33.0,64.8,19.23
DEL_00542,ORD_00542,DRV_0279,0.73,14.0,42.0,23.99
DEL_00543,ORD_00543,DRV_0335,7.02,29.0,83.4,44.33
DEL_00544,ORD_00544,DRV_0046,6.57,10.0,63.5,15.44
DEL_00545,ORD_00545,DRV_0368,5.03,29.0,87.6,43.1
DEL_00546,ORD_00546,DRV_0293,3.59,27.0,51.3,28.51
DEL_00547,ORD_00547,DRV_0142,3.39,25.0,66.6,18.19
DEL_00548,ORD_00548,DRV_0304,6.39,21.0,76.3,54.15
DEL_00549,ORD_00549,DRV_0078,1.47,34.0,55.9,48.1
DEL_00550,ORD_00550,DRV_0199,5.7,19.0,60.4,17.18
DEL_00551,ORD_00551,DRV_0115,6.52,24.0,58.4,25.72
DEL_00552,ORD_00552,DRV_0036,7.79,28.0,75.3,21.13
DEL_00553,ORD_00553,DRV_0466,2.55,30.0,64.5,47.12
DEL_00554,ORD_00554,DRV_0060,2.96,16.0,54.9,34.47
DEL_00555,ORD_00555,DRV_0438,6.28,21.0,64.1,15.94
DEL_00556,ORD_00556,DRV_0245,2.51,19.0,44.4,27.13
DEL_00557,ORD_00557,DRV_0079,1.49,14.0,56.8,38.33
DEL_00558,ORD_00558,DRV_0369,3.8,28.0,60.1,30.46
DEL_00559,ORD_00559,DRV_0191,12.08,32.0,88.1,26.84
DEL_00560,ORD_00560,DRV_0097,4.53,28.0,76.4,17.81
DEL_00561,ORD_00561,DRV_0367,0.9,15.0,32.7,28.87
DEL_00562,ORD_00562,DRV_0304,4.95,27.0,51.5,14.57
DEL_00563,ORD_00563,DRV_0376,3.62,34.0,60.6,35.45
DEL_00564,ORD_00564,DRV_0150,1.9,7.0,35.1,22.18
DEL_00565,ORD_00565,DRV_0043,2.98,15.0,48.6,15.53
DEL_00566,ORD_00566,DRV_0297,10.37,39.0,102.4,6.62
DEL_00567,ORD_00567,DRV_0401,2.03,18.0,72.2,27.39
DEL_00568,ORD_00568,DRV_0319,11.14,30.0,86.9,32.75
DEL_00569,ORD_00569,DRV_0218,4.32,22.0,74.4,15.28
DEL_00570,ORD_00570,DRV_0207,3.34,20.0,45.7,27.67
DEL_00571,ORD_00571,DRV_0488,3.5,33.0,51.7,26.81
DEL_00572,ORD_00572,DRV_0146,3.66,28.0,71.6,18.98
DEL_00573,ORD_00573,DRV_0328,10.85,23.0,100.4,55.06
DEL_00574,ORD_00574,DRV_0259,0.68,10.0,20.2,21.76
DEL_00575,ORD_00575,DRV_0054,3.33,28.0,51.2,31.46
DEL_00576,ORD_00576,DRV_0119,3.63,14.0,44.5,13.77
DEL_00577,ORD_00577,DRV_0243,6.47,16.0,50.5,1.09
DEL_00578,ORD_00578,DRV_0142,4.17,14.0,31.4,34.15
DEL_00579,ORD_00579,DRV_0290,4.43,34.0,52.5,20.53
DEL_00580,ORD_00580,DRV_0127,11.5,32.0,120.5,27.28
DEL_00581,ORD_00581,DRV_0225,4.51,16.0,56.6,24.19
DEL_00582,ORD_00582,DRV_0382,3.17,12.0,55.2,10.05
DEL_00583,ORD_00583,DRV_0229,4.41,24.0,61.3,27.73
DEL_00584,ORD_00584,DRV_0241,4.62,27.0,70.9,21.61
DEL_00585,ORD_00585,DRV_0257,1.47,19.0,37.4,31.83
DEL_00586,ORD_00586,DRV_0245,8.43,20.0,83.9,17.49
DEL_00587,ORD_00587,DRV_0176,5.62,34.0,74.9,28.8
DEL_00588,ORD_00588,DRV_0355,2.15,19.0,41.3,67.56
DEL_00589,ORD_00589,DRV_0010,5.49,29.0,95.1,28.33
DEL_00590,ORD_00590,DRV_0083,1.24,12.0,19.4,43.87
DEL_00591,ORD_00591,DRV_0139,5.95,35.0,66.5,15.36
DEL_00592,ORD_00592,DRV_0119,6.75,12.0,66.5,40.18
DEL_00593,ORD_00593,DRV_0127,13.36,27.0,95.9,18.4
DEL_00594,ORD_00594,DRV_0099,2.15,27.0,39.4,22.28
DEL_00595,ORD_00595,DRV_0066,4.49,15.0,55.1,21.71
DEL_00596,ORD_00596,DRV_0259,3.98,11.0,45.0,4.37
DEL_00597,ORD_00597,DRV_0143,2.77,20.0,51.2,22.63
DEL_00598,ORD_00598,DRV_0059,2.23,10.0,35.1,27.64
DEL_00599,ORD_00599,DRV_0244,3.85,18.0,54.3,18.22
DEL_00600,ORD_00600,DRV_0361,4.66,12.0,44.9,18.42
DEL_00601,ORD_00601,DRV_0192,3.01,33.0,80.4,41.14
DEL_00602,ORD_00602,DRV_0431,5.44,27.0,72.1,20.77
DEL_00603,ORD_00603,DRV_0348,4.24,12.0,50.2,44.47
DEL_00604,ORD_00604,DRV_0130,2.08,13.0,19.8,29.29
DEL_00605,ORD_00605,DRV_0158,7.24,24.0,80.0,22.53
DEL_00606,ORD_00606,DRV_0166,6.89,21.0,70.4,24.6
DEL_00607,ORD_00607,DRV_0261,3.86,40.0,66.5,15.54
DEL_00608,ORD_00608,DRV_0390,0.52,30.0,49.6,15.25
DEL_00609,ORD_00609,DRV_0133,1.22,16.0,47.5,41.7
DEL_00610,ORD_00610,DRV_0012,8.65,30.0,64.9,22.36
DEL_00611,ORD_00611,DRV_0132,11.71,33.0,97.7,26.19
DEL_00612,ORD_00612,DRV_0408,8.13,31.0,79.1,16.33
DEL_00613,ORD_00613,DRV_0153,2.47,18.0,71.2,45.27
DEL_00614,ORD_00614,DRV_0282,6.98,17.0,76.0,21.84
DEL_00615,ORD_00615,DRV_0055,6.51,21.0,79.8,19.07
DEL_00616,ORD_00616,DRV_0256,6.58,33.0,89.2,43.6
DEL_00617,ORD_00617,DRV_0126,4.09,27.0,63.2,26.92
DEL_00618,ORD_00618,DRV_0046,4.58,17.0,44.6,24.76
DEL_00619,ORD_00619,DRV_0174,1.31,8.0,38.8,32.85
DEL_00620,ORD_00620,DRV_0299,15.89,41.0,109.4,17.83
DEL_00621,ORD_00621,DRV_0444,1.23,29.0,76.1,26.43
DEL_00622,ORD_00622,DRV_0417,2.99,28.0,46.0,44.08
DEL_00623,ORD_00623,DRV_0021,14.36,42.0,123.4,10.79
DEL_00624,ORD_00624,DRV_0471,3.5,21.0,68.1,28.77
DEL_00625,ORD_00625,DRV_0255,3.84,19.0,35.0,17.43
DEL_00626,ORD_00626,DRV_0485,4.25,32.0,59.2,36.07
DEL_00627,ORD_00627,DRV_0165,4.7,32.0,74.3,18.1
DEL_00628,ORD_00628,DRV_0268,1.9,22.0,44.3,22.81
DEL_00629,ORD_00629,DRV_0101,6.35,19.0,52.2,38.12
DEL_00630,ORD_00630,DRV_0149,6.15,26.0,72.6,13.99
DEL_00631,ORD_00631,DRV_0141,3.96,23.0,61.1,26.97
DEL_00632,ORD_00632,DRV_0491,5.78,21.0,63.6,16.47
DEL_00633,ORD_00633,DRV_0373,2.32,20.0,43.2,76.7
DEL_00634,ORD_00634,DRV_0033,10.39,21.0,71.8,24.77
DEL_00635,ORD_00635,DRV_0236,18.75,39.0,129.1,38.73
DEL_00636,ORD_00636,DRV_0198,3.1,32.0,59.5,10.74
DEL_00637,ORD_00637,DRV_0235,4.46,27.0,74.3,44.17
DEL_00638,ORD_00638,DRV_0332,1.88,24.0,45.5,53.47
DEL_00639,ORD_00639,DRV_0445,6.61,21.0,50.1,25.75
DEL_00640,ORD_00640,DRV_0486,3.13,35.0,64.5,17.19
DEL_00641,ORD_00641,DRV_0120,3.14,24.0,60.3,21.95
DEL_00642,ORD_00642,DRV_0158,6.4,38.0,66.5,24.68
DEL_00643,ORD_00643,DRV_0037,5.0,12.0,52.7,9.74
DEL_00644,ORD_00644,DRV_0338,2.38,24.0,25.8,24.39
DEL_00645,ORD_00645,DRV_0144,0.69,22.0,35.9,23.87
DEL_00646,ORD_00646,DRV_0045,3.27,9.0,34.9,23.0
DEL_00647,ORD_00647,DRV_0199,1.23,26.0,42.7,30.31
DEL_00648,ORD_00648,DRV_0238,7.3,27.0,66.4,51.48
DEL_00649,ORD_00649,DRV_0129,3.76,32.0,51.4,16.39
DEL_00650,ORD_00650,DRV_0181,2.97,10.0,42.8,36.26
DEL_00651,ORD_00651,DRV_0028,2.41,30.0,59.3,64.79
DEL_00652,ORD_00652,DRV_0437,5.09,24.0,45.8,25.35
DEL_00653,ORD_00653,DRV_0300,3.54,31.0,49.7,33.61
DEL_00654,ORD_00654,DRV_0067,7.23,20.0,73.5,47.26
DEL_00655,ORD_00655,DRV_0242,3.73,17.0,48.6,17.89
DEL_00656,ORD_00656,DRV_0363,7.09,15.0,55.7,28.6
DEL_00657,ORD_00657,DRV_0244,2.99,30.0,68.0,29.25
DEL_00658,ORD_00658,DRV_0167,5.0,32.0,87.3,18.25
DEL_00659,ORD_00659,DRV_0266,1.59,28.0,71.2,30.94
DEL_00660,ORD_00660,DRV_0051,3.97,12.0,53.8,39.35
DEL_00661,ORD_00661,DRV_0109,10.71,33.0,94.7,13.81
DEL_00662,ORD_00662,DRV_0398,1.69,22.0,28.4,6.19
DEL_00663,ORD_00663,DRV_0335,6.02,38.0,74.3,13.59
DEL_00664,ORD_00664,DRV_0134,10.83,21.0,76.7,25.35
DEL_00665,ORD_00665,DRV_0167,2.6,26.0,65.6,22.0
DEL_00666,ORD_00666,DRV_0493,3.37,26.0,56.3,50.16
DEL_00667,ORD_00667,DRV_0080,2.52,23.0,64.0,33.29
DEL_00668,ORD_00668,DRV_0495,6.98,37.0,74.8,15.45
DEL_00669,ORD_00669,DRV_0338,7.33,36.0,79.2,46.94
DEL_00670,ORD_00670,DRV_0099,9.2,27.0,107.0,26.45
DEL_00671,ORD_00671,DRV_0432,11.42,17.0,86.7,78.85
DEL_00672,ORD_00672,DRV_0153,1.48,30.0,63.1,26.54
DEL_00673,ORD_00673,DRV_0481,7.23,30.0,78.7,32.31
DEL_00674,ORD_00674,DRV_0376,9.6,16.0,90.7,12.37
DEL_00675,ORD_00675,DRV_0289,8.66,18.0,64.4,20.05
DEL_00676,ORD_00676,DRV_0083,2.28,15.0,45.6,18.33
DEL_00677,ORD_00677,DRV_0102,7.05,32.0,65.6,19.22
DEL_00678,ORD_00678,DRV_0331,7.1,20.0,64.4,18.07
DEL_00679,ORD_00679,DRV_0376,3.39,35.0,80.1,30.84
DEL_00680,ORD_00680,DRV_0231,5.03,39.0,76.7,33.66
DEL_00681,ORD_00681,DRV_0451,0.6,16.0,25.9,39.28
DEL_00682,ORD_00682,DRV_0252,5.91,32.0,65.3,13.68
DEL_00683,ORD_00683,DRV_0358,3.98,34.0,51.2,30.48
DEL_00684,ORD_00684,DRV_0321,4.55,20.0,48.9,16.99
DEL_00685,ORD_00685,DRV_0424,4.14,28.0,79.2,36.52
DEL_00686,ORD_00686,DRV_0025,3.86,38.0,64.9,25.46
DEL_00687,ORD_00687,DRV_0057,1.67,11.0,33.9,16.42
DEL_00688,ORD_00688,DRV_0416,2.91,22.0,61.9,56.85
DEL_00689,ORD_00689,DRV_0302,5.85,34.0,72.1,20.54
DEL_00690,ORD_00690,DRV_0100,8.98,35.0,82.7,42.65
DEL_00691,ORD_00691,DRV_0388,2.28,34.0,43.7,16.32
DEL_00692,ORD_00692,DRV_0119,5.28,13.0,52.5,29.1
DEL_00693,ORD_00693,DRV_0151,4.39,23.0,43.4,19.5
DEL_00694,ORD_00694,DRV_0080,8.62,33.0,72.3,36.58
DEL_00695,ORD_00695,DRV_0331,3.99,28.0,60.7,35.64
DEL_00696,ORD_00696,DRV_0150,10.59,26.0,70.8,30.76
DEL_00697,ORD_00697,DRV_0359,3.69,34.0,65.3,20.96
DEL_00698,ORD_00698,DRV_0126,3.57,26.0,71.5,30.55
DEL_00699,ORD_00699,DRV_0289,2.5,21.0,61.2,20.77
DEL_00700,ORD_00700,DRV_0041,6.72,26.0,66.5,23.79
DEL_00701,ORD_00701,DRV_0190,9.95,18.0,99.3,21.81
DEL_00702,ORD_00702,DRV_0422,3.15,14.0,40.8,21.38
DEL_00703,ORD_00703,DRV_0440,3.63,37.0,80.2,22.66
DEL_00704,ORD_00704,DRV_0063,2.46,19.0,51.3,113.31
DEL_00705,ORD_00705,DRV_0205,1.31,35.0,57.0,13.48
DEL_00706,ORD_00706,DRV_0341,2.66,31.0,56.2,27.35
DEL_00707,ORD_00707,DRV_0204,3.47,21.0,65.8,7.85
DEL_00708,ORD_00708,DRV_0439,8.37,29.0,84.8,13.65
DEL_00709,ORD_00709,DRV_0179,2.53,28.0,59.8,24.08
DEL_00710,ORD_00710,DRV_0346,3.62,21.0,45.8,20.9
DEL_00711,ORD_00711,DRV_0497,4.75,26.0,66.6,60.39
DEL_00712,ORD_00712,DRV_0321,1.95,11.0,34.3,21.65
DEL_00713,ORD_00713,DRV_0105,6.3,16.0,62.4,26.62
DEL_00714,ORD_00714,DRV_0313,3.54,24.0,56.4,23.44
DEL_00715,ORD_00715,DRV_0086,2.98,33.0,54.9,28.37
DEL_00716,ORD_00716,DRV_0411,9.55,40.0,84.2,27.29
DEL_00717,ORD_00717,DRV_0441,10.24,30.0,84.5,56.08
DEL_00718,ORD_00718,DRV_0439,2.21,17.0,54.3,45.93
DEL_00719,ORD_00719,DRV_0480,7.07,17.0,60.4,18.11
DEL_00720,ORD_00720,DRV_0328,12.27,18.0,95.8,8.8
DEL_00721,ORD_00721,DRV_0251,3.87,25.0,60.8,38.0
DEL_00722,ORD_00722,DRV_0482,5.15,19.0,50.3,25.08
DEL_00723,ORD_00723,DRV_0338,4.39,19.0,61.2,34.13
DEL_00724,ORD_00724,DRV_0004,7.18,39.0,81.1,27.52
DEL_00725,ORD_00725,DRV_0321,2.63,29.0,50.5,20.49
DEL_00726,ORD_00726,DRV_0184,2.62,18.0,58.3,22.92
DEL_00727,ORD_00727,DRV_0181,2.77,14.0,42.2,36.49
DEL_00728,ORD_00728,DRV_0300,2.21,33.0,61.0,25.22
DEL_00729,ORD_00729,DRV_0016,2.21,36.0,64.2,19.57
DEL_00730,ORD_00730,DRV_0094,3.97,24.0,51.8,18.05
DEL_00731,ORD_00731,DRV_0279,3.3,35.0,72.2,13.18
DEL_00732,ORD_00732,DRV_0415,5.46,17.0,89.8,36.2
DEL_00733,ORD_00733,DRV_0156,2.68,27.0,57.6,13.75
DEL_00734,ORD_00734,DRV_0434,5.34,17.0,56.9,46.34
DEL_00735,ORD_00735,DRV_0357,4.29,27.0,64.7,58.65
DEL_00736,ORD_00736,DRV_0016,12.2,30.0,93.5,56.16
DEL_00737,ORD_00737,DRV_0041,4.13,33.0,74.8,25.2
DEL_00738,ORD_00738,DRV_0137,5.67,38.0,63.2,27.71
DEL_00739,ORD_00739,DRV_0258,2.01,27.0,48.5,24.02
DEL_00740,ORD_00740,DRV_0366,2.29,29.0,62.4,20.03
DEL_00741,ORD_00741,DRV_0043,10.94,34.0,82.8,47.0
DEL_00742,ORD_00742,DRV_0066,6.24,18.0,59.5,37.03
DEL_00743,ORD_00743,DRV_0352,5.68,37.0,93.2,51.56
DEL_00744,ORD_00744,DRV_0208,4.11,29.0,43.9,25.71
DEL_00745,ORD_00745,DRV_0245,4.54,33.0,56.1,29.49
DEL_00746,ORD_00746,DRV_0243,3.9,38.0,77.9,25.02
DEL_00747,ORD_00747,DRV_0077,6.2,32.0,58.4,41.01
DEL_00748,ORD_00748,DRV_0433,4.36,7.0,24.6,18.87
DEL_00749,ORD_00749,DRV_0219,7.0,13.0,70.4,34.64
DEL_00750,ORD_00750,DRV_0381,2.38,21.0,52.1,24.91
DEL_00751,ORD_00751,DRV_0223,4.21,32.0,59.6,0.0
DEL_00752,ORD_00752,DRV_0353,1.77,15.0,44.1,26.01
